Run,Assay Type,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Library Name,AvgSpotLen,Bases,Cultivar,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Collection_Date,Lat_Lon,Isolation_source,estimated_size,ploidy,BIOME,feature,Host,isol_growth_condt,material,nominal_length (run),num_replicons,propagation,ref_biomaterial,Run_ID (run),tissue,Age,Isolate,Ecotype,collected_by,BIOMATERIAL_PROVIDER,Development_stage,indexi7 (run),Plate_pos (run),PlateID (run),pool_name (run),RNAEXTLOC,RNAEXTMTHD,dev_stage,Genotype,treatment,Developmental_stage,sample_name,common_name,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,Broker_name,organism_part,GEO_Accession (exp),source_name,replicate,Experiment,filename_1,filename_2,phenotype,strain,stress,sequencing_date,sequencing_provider,platform,growth_protocol,sample_title1,sample_title2,sample_type,sorghum_genotype,time_point,population,rip_antibody,height_or_length,irrigation_status,quality (run),forward_read_length (run),MD5_checksum1 (run),MD5_checksum2 (run),reverse_read_length (run),Cell_type,plant_strain,protocol,symbiotic_status,organism,sample_title,sex,temp,fungal_strain,plot,watering_regime,sub_species,Cell_line,CULTURE_COLLECTION,Description,disease,disease_stage,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),isolation_and_growth_condition,number_of_replicons,plant_developmental_stage,plant_growth_medium,plant_structure,sample_health_state,specimen_voucher,Accession,growth_condition,LIBRARY_STRAND (exp),stimulus,subspecies,tissue_biomaterial_provider
SRR3707943,RNA-Seq,PRJNA325381,SAMN05230469,861298722,CHINA AGRICULTURAL UNIVERSITY,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX1837934,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2017-01-01T00:00:00Z,Sorghum_bicolor_NIL-like_wide-type-Br2_Middle_R1,SRP076433,,250,2266494500,Tx627*SV,China,Asia,Plant,China,,,,,,,,,,,,,,,,stalks,not applicable,NIL-like_wide-type-Br2_Middle_R1,not applicable,,,,,,,,,,middle jointing stage,,,,,,,,,,,,,,,,,,,,,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3707946,RNA-Seq,PRJNA325381,SAMN05230471,903072066,CHINA AGRICULTURAL UNIVERSITY,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX1837936,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2017-01-01T00:00:00Z,Sorghum_bicolor_NIL-like_mutation-br2_Middle_R1,SRP076433,,250,2431984000,Tx629*SV,China,Asia,Plant,China,,,,,,,,,,,,,,,,stalks,not applicable,NIL-like_mutation-br2_Middle_R1,not applicable,,,,,,,,,,middle jointing stage,,,,,,,,,,,,,,,,,,,,,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8382561,RNA-Seq,PRJNA512440,SAMN10667514,9080303659,CROP RESEARCH INSTITUTE,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5192512,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-01-20T00:00:00Z,Root_100/100,SRP174982,R100,299,21484626392,Jiliang 1,China,Asia,Plant,China:Jinan,,,,,,,,,,,,,,,,Root,,,,,,,,,,,,,Seedling stage,,Stressed condition of homogeneous salinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8382562,RNA-Seq,PRJNA512440,SAMN10667512,9224763668,CROP RESEARCH INSTITUTE,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5192511,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-01-20T00:00:00Z,Root_0-0/200,SRP174982,R0,298,21865598704,Jiliang 1,China,Asia,Plant,China:Jinan,,,,,,,,,,,,,,,,Root,,,,,,,,,,,,,Seedling stage,,Stressed condition of no salinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8382563,RNA-Seq,PRJNA512440,SAMN10667513,9364799455,CROP RESEARCH INSTITUTE,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5192510,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-01-20T00:00:00Z,Root_200-0/200,SRP174982,R200,298,22216696586,Jiliang 1,China,Asia,Plant,China:Jinan,,,,,,,,,,,,,,,,Root,,,,,,,,,,,,,Seedling stage,,Stressed condition of heterogeneous salinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8382564,RNA-Seq,PRJNA512440,SAMN10667510,10110387072,CROP RESEARCH INSTITUTE,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5192509,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-01-20T00:00:00Z,Leaf_100/100,SRP174982,L100,299,24042376454,Jiliang 1,China,Asia,Plant,China:Jinan,,,,,,,,,,,,,,,,Leaf,,,,,,,,,,,,,Seedling stage,,Stressed condition of homogeneous salinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8382565,RNA-Seq,PRJNA512440,SAMN10667511,9409341518,CROP RESEARCH INSTITUTE,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5192508,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-01-20T00:00:00Z,Root_CK,SRP174982,RCK,299,22273206676,Jiliang 1,China,Asia,Plant,China:Jinan,,,,,,,,,,,,,,,,Root,,,,,,,,,,,,,Seedling stage,,Normal condition of root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8382566,RNA-Seq,PRJNA512440,SAMN10667508,10525726243,CROP RESEARCH INSTITUTE,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5192507,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-01-20T00:00:00Z,Leaf_CK,SRP174982,LCK,299,25104562826,Jiliang 1,China,Asia,Plant,China:Jinan,,,,,,,,,,,,,,,,Leaf,,,,,,,,,,,,,Seedling stage,,Normal condition of leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8382567,RNA-Seq,PRJNA512440,SAMN10667509,11258928858,CROP RESEARCH INSTITUTE,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5192506,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-01-20T00:00:00Z,Leaf_0/200,SRP174982,L0/200,299,26707546944,Jiliang 1,China,Asia,Plant,China:Jinan,,,,,,,,,,,,,,,,Leaf,,,,,,,,,,,,,Seedling stage,,Stressed condition of heterogeneous salinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042069,RNA-Seq,PRJNA451032,SAMN08957113,1845780074,TEXAS A&M AGRILIFE RESEARCH,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX3974121,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 4420_aphid_2_wk_old_biological_replicate_3,SRP141228,DKS 4420_aphid_2_wk_old_Rep_3_RNAseq,150,4624281750,DKS 4420,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,2 weeks,,,,,,,,,,,,,,Melanaphis sacchari Zehtner,,,,,,,,,,,,,,,,,,,,,,,Susceptible_2W_aphid_Rep3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042070,RNA-Seq,PRJNA451032,SAMN08957114,2013711958,TEXAS A&M AGRILIFE RESEARCH,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX3974120,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 3707_aphid_2_wk_old_biological_replicate_1,SRP141228,DKS 3707_aphid_2_wk_old_Rep_1_RNAseq,150,5095289400,DKS 3707,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,2 weeks,,,,,,,,,,,,,,Melanaphis sacchari Zehtner,,,,,,,,,,,,,,,,,,,,,,,Resistant_2W_aphid_Rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042071,RNA-Seq,PRJNA451032,SAMN08957105,2071313138,TEXAS A&M AGRILIFE RESEARCH,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX3974119,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 4420_aphid_free_2_wk_old_biological_replicate_1,SRP141228,DKS 4420_aphid_free_2_wk_old_Rep_1_RNAseq,150,4852198800,DKS 4420,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,2 weeks,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,Susceptible_2W_control_Rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042072,RNA-Seq,PRJNA451032,SAMN08957106,2196106280,TEXAS A&M AGRILIFE RESEARCH,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX3974118,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 4420_aphid_free_2_wk_old_biological_replicate_2,SRP141228,DKS 4420_aphid_free_2_wk_old_Rep_2_RNAseq,150,5521645050,DKS 4420,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,2 weeks,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,Susceptible_2W_control_Rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042073,RNA-Seq,PRJNA451032,SAMN08957107,1671093133,TEXAS A&M AGRILIFE RESEARCH,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX3974117,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 4420_aphid_free_2_wk_old_biological_replicate_3,SRP141228,DKS 4420_aphid_free_2_wk_old_Rep_3_RNAseq,150,4174951350,DKS 4420,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,2 weeks,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,Susceptible_2W_control_Rep3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042074,RNA-Seq,PRJNA451032,SAMN08957108,1802306037,TEXAS A&M AGRILIFE RESEARCH,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX3974116,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 3707_aphid_free_2_wk_old_biological_replicate_1,SRP141228,DKS 3707_aphid_free_2_wk_old_Rep_1_RNAseq,150,4535935950,DKS 3707,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,2 weeks,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,Resistant_2W_control_Rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042075,RNA-Seq,PRJNA451032,SAMN08957109,1741196133,TEXAS A&M AGRILIFE RESEARCH,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX3974115,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 3707_aphid_free_2_wk_old_biological_replicate_2,SRP141228,DKS 3707_aphid_free_2_wk_old_Rep_2_RNAseq,150,4352104650,DKS 3707,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,2 weeks,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,Resistant_2W_control_Rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042076,RNA-Seq,PRJNA451032,SAMN08957110,1903556498,TEXAS A&M AGRILIFE RESEARCH,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3974114,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 3707_aphid_free_2_wk_old_biological_replicate_3,SRP141228,DKS 3707_aphid_free_2_wk_old_Rep_3_RNAseq,150,4790061750,DKS 3707,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,2 weeks,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,Resistant_2W_control_Rep3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042077,RNA-Seq,PRJNA451032,SAMN08957111,1750205796,TEXAS A&M AGRILIFE RESEARCH,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX3974113,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 4420_aphid_2_wk_old_biological_replicate_1,SRP141228,DKS 4420_aphid_2_wk_old_Rep_1_RNAseq,150,4384942050,DKS 4420,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,2 weeks,,,,,,,,,,,,,,Melanaphis sacchari Zehtner,,,,,,,,,,,,,,,,,,,,,,,Susceptible_2W_aphid_Rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042078,RNA-Seq,PRJNA451032,SAMN08957112,1516380349,TEXAS A&M AGRILIFE RESEARCH,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3974112,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 4420_aphid_2_wk_old_biological_replicate_2,SRP141228,DKS 4420_aphid_2_wk_old_Rep_2_RNAseq,150,3829745550,DKS 4420,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,2 weeks,,,,,,,,,,,,,,Melanaphis sacchari Zehtner,,,,,,,,,,,,,,,,,,,,,,,Susceptible_2W_aphid_Rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042079,RNA-Seq,PRJNA451032,SAMN08957123,1272128221,TEXAS A&M AGRILIFE RESEARCH,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX3974111,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 4420_aphid_6_wk_old_biological_replicate_1,SRP141228,DKS 4420_aphid_6_wk_old_Rep_1_RNAseq,149,3170350275,DKS 4420,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,6 weeks,,,,,,,,,,,,,,Melanaphis sacchari Zehtner,,,,,,,,,,,,,,,,,,,,,,,Susceptible_6W_aphid_Rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042080,RNA-Seq,PRJNA451032,SAMN08957124,1710600229,TEXAS A&M AGRILIFE RESEARCH,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX3974110,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 4420_aphid_6_wk_old_biological_replicate_2,SRP141228,DKS 4420_aphid_6_wk_old_Rep_2_RNAseq,150,4277365050,DKS 4420,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,6 weeks,,,,,,,,,,,,,,Melanaphis sacchari Zehtner,,,,,,,,,,,,,,,,,,,,,,,Susceptible_6W_aphid_Rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042081,RNA-Seq,PRJNA451032,SAMN08957119,1587640705,TEXAS A&M AGRILIFE RESEARCH,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX3974109,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 4420_aphid_free_6_wk_old_biological_replicate_3,SRP141228,DKS 4420_aphid_free_6_wk_old_Rep_3_RNAseq,150,3992668200,DKS 4420,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,6 weeks,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,Susceptible_6W_control_Rep3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042082,RNA-Seq,PRJNA451032,SAMN08957120,1859641595,TEXAS A&M AGRILIFE RESEARCH,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX3974108,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 3707_aphid_free_6_wk_old_biological_replicate_1,SRP141228,DKS 3707_aphid_free_6_wk_old_Rep_1_RNAseq,150,4444384050,DKS 3707,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,6 weeks,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,Resistant_6W_control_Rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042083,RNA-Seq,PRJNA451032,SAMN08957121,2503417526,TEXAS A&M AGRILIFE RESEARCH,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX3974107,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 3707_aphid_free_6_wk_old_biological_replicate_2,SRP141228,DKS 3707_aphid_free_6_wk_old_Rep_2_RNAseq,150,6211401900,DKS 3707,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,6 weeks,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,Resistant_6W_control_Rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042084,RNA-Seq,PRJNA451032,SAMN08957122,1866222835,TEXAS A&M AGRILIFE RESEARCH,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX3974106,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 3707_aphid_free_6_wk_old_biological_replicate_3,SRP141228,DKS 3707_aphid_free_6_wk_old_Rep_3_RNAseq,150,4456481700,DKS 3707,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,6 weeks,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,Resistant_6W_control_Rep3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042085,RNA-Seq,PRJNA451032,SAMN08957115,1874787911,TEXAS A&M AGRILIFE RESEARCH,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX3974105,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 3707_aphid_2_wk_old_biological_replicate_2,SRP141228,DKS 3707_aphid_2_wk_old_Rep_2_RNAseq,150,4677142800,DKS 3707,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,2 weeks,,,,,,,,,,,,,,Melanaphis sacchari Zehtner,,,,,,,,,,,,,,,,,,,,,,,Resistant_2W_aphid_Rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042086,RNA-Seq,PRJNA451032,SAMN08957116,1861700922,TEXAS A&M AGRILIFE RESEARCH,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX3974104,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 3707_aphid_2_wk_old_biological_replicate_3,SRP141228,DKS 3707_aphid_2_wk_old_Rep_3_RNAseq,150,4726909500,DKS 3707,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,2 weeks,,,,,,,,,,,,,,Melanaphis sacchari Zehtner,,,,,,,,,,,,,,,,,,,,,,,Resistant_2W_aphid_Rep3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042087,RNA-Seq,PRJNA451032,SAMN08957117,263878537,TEXAS A&M AGRILIFE RESEARCH,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3974103,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 4420_aphid_free_6_wk_old_biological_replicate_1,SRP141228,DKS 4420_aphid_free_6_wk_old_Rep_1_RNAseq,80,694754071,DKS 4420,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,6 weeks,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,Susceptible_6W_control_Rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042088,RNA-Seq,PRJNA451032,SAMN08957118,1908119272,TEXAS A&M AGRILIFE RESEARCH,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX3974102,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 4420_aphid_free_6_wk_old_biological_replicate_2,SRP141228,DKS 4420_aphid_free_6_wk_old_Rep_2_RNAseq,150,4809791400,DKS 4420,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,6 weeks,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,Susceptible_6W_control_Rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042089,RNA-Seq,PRJNA451032,SAMN08957126,1957838198,TEXAS A&M AGRILIFE RESEARCH,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX3974101,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 3707_aphid_6_wk_old_biological_replicate_1,SRP141228,DKS 3707_aphid_6_wk_old_Rep_1_RNAseq,150,4950183600,DKS 3707,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,6 weeks,,,,,,,,,,,,,,Melanaphis sacchari Zehtner,,,,,,,,,,,,,,,,,,,,,,,Resistant_6W_aphid_Rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042090,RNA-Seq,PRJNA451032,SAMN08957125,1808254302,TEXAS A&M AGRILIFE RESEARCH,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3974100,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 4420_aphid_6_wk_old_biological_replicate_3,SRP141228,DKS 4420_aphid_6_wk_old_Rep_3_RNAseq,150,4536268500,DKS 4420,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,6 weeks,,,,,,,,,,,,,,Melanaphis sacchari Zehtner,,,,,,,,,,,,,,,,,,,,,,,Susceptible_6W_aphid_Rep3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042091,RNA-Seq,PRJNA451032,SAMN08957128,1811434586,TEXAS A&M AGRILIFE RESEARCH,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3974099,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 3707_aphid_6_wk_old_biological_replicate_3,SRP141228,DKS 3707_aphid_6_wk_old_Rep_3_RNAseq,150,4612161150,DKS 3707,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,6 weeks,,,,,,,,,,,,,,Melanaphis sacchari Zehtner,,,,,,,,,,,,,,,,,,,,,,,Resistant_6W_aphid_Rep3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7042092,RNA-Seq,PRJNA451032,SAMN08957127,2005282665,TEXAS A&M AGRILIFE RESEARCH,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3974098,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-09-15T00:00:00Z,DKS 3707_aphid_6_wk_old_biological_replicate_2,SRP141228,DKS 3707_aphid_6_wk_old_Rep_2_RNAseq,150,5098961850,DKS 3707,USA,North America,Plant,USA,,,,,,,,,,,,,,,,Leaf,6 weeks,,,,,,,,,,,,,,Melanaphis sacchari Zehtner,,,,,,,,,,,,,,,,,,,,,,,Resistant_6W_aphid_Rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
